C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50
0.04124333333333333,0.0,0.00803,0.01009,0.011816666666666666,0.0,0.0062566666666666665,0.00723,0.006806666666666667,0.029013333333333332,0.032946666666666666,0.01833,0.0,0.019353333333333333,0.05002,0.0,0.037533333333333335,0.0,0.0,0.018743333333333334,0.011033333333333332,0.03377,0.0,0.027393333333333332,0.03424666666666667,0.022193333333333332,0.02453,0.02188,0.026383333333333335,0.048696666666666666,0.026733333333333335,0.028446666666666665,0.028776666666666666,0.029733333333333334,0.03032,0.0,0.04856666666666667,0.027106666666666668,0.02566,0.0,0.0,0.02019,0.03473333333333333,0.014876666666666667,0.01554,0.0,0.030783333333333333,0.04975,0.0,0.04124333333333333
