C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50
0.04146909919884777,-0.0,0.008293819839769553,0.009952583807723465,0.011943100569268159,-0.0,0.006037900843352235,0.007245481012022682,0.007035813246473308,0.028796536883519533,0.03233323641335717,0.018336429329501733,-1.994931997373328e-16,0.018735824513343446,0.04904032370960556,-0.0,0.037258589148598135,-0.0,-0.0,0.018596912846627598,0.010896489263191448,0.033385705218249885,-0.0,0.02793677654865245,0.03465869766704836,0.022404768139345308,0.02470642391457608,0.021941333253924437,0.026329599904709334,0.048352242325217024,0.027135132096713872,0.028081204888187584,0.028756161082909872,0.03011912664870697,0.030877031997506493,-0.0,0.04866258175533719,0.026653745896975223,0.026233262859788286,-0.0,-0.0,0.020309918102420152,0.0348243060875848,0.015112687207039153,0.015466286491787192,-0.0,0.030932572983574387,0.049679195105696676,-0.0,0.04146909919884777
