C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50
0.041469099299923526,0.0,0.008293819853155174,0.009952583818052581,0.011943100574462177,0.0,0.006037900827459216,0.007245480988419924,0.007035813216755185,0.028796536867227815,0.032333236443990394,0.01833642930885356,0.0,0.01873582450730804,0.049040323665438146,0.0,0.03725858913828092,0.0,0.0,0.018596912862749237,0.010896489273467397,0.03338570531332343,0.0,0.02793677658547937,0.03465869774238098,0.022404768160369327,0.02470642392488598,0.02194133322388451,0.02632959985333166,0.04835224226967799,0.027135132013678787,0.028081204792120604,0.028756160981749188,0.03011912655718141,0.030877031929479368,0.0,0.04866258174481279,0.026653745915356245,0.026233262916031896,0.0,0.0,0.02030991818491471,0.03482430615243107,0.015112687273471648,0.01546628653330397,0.0,0.030932572977495968,0.049679195053381586,0.0,0.04146909925570963
